Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
Airplane,LEWISTON-NEZ PERCE CO ARPT,< 1000 ft,DHC8 DASH 8,2 to 10,7,8/22/00 0:00,No damage,2,HORIZON AIR,Idaho,Approach,Small,No Cloud,Unknown bird - small,0,5,0,No
Airplane,GERALD R FORD INTL,< 1000 ft,A-319,2 to 10,7,8/23/00 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Approach,Small,Some Cloud,Unknown bird - small,0,25,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,B-747-1/200,2 to 10,2,8/23/00 0:00,Caused damage,4,EVERGREEN INTL AIRLINES,Pennsylvania,Take-off run,Large,Overcast,Canada goose,0,0,0,No
Airplane,BLOOMINGTON/NORMAL,< 1000 ft,BE-90  KING,2 to 10,2,8/23/00 0:00,No damage,2,BUSINESS,Illinois,Take-off run,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,BLOOMINGTON/NORMAL,< 1000 ft,SAAB-340,2 to 10,8,8/23/00 0:00,No damage,2,MESABA AIRLINES,Illinois,Take-off run,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,INDIANAPOLIS REGIONAL ARPT,< 1000 ft,HAWKER 1000,2 to 10,9,8/24/00 0:00,No damage,2,BUSINESS,Indiana,Approach,Small,No Cloud,Unknown bird - small,0,10,0,No
Airplane,JACKSON EVERS INTL,< 1000 ft,B-737-300,2 to 10,8,8/25/00 0:00,No damage,2,SOUTHWEST AIRLINES,Mississippi,Climb,Small,No Cloud,Unknown bird - small,0,300,0,Yes
Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-80,2 to 10,10,8/25/00 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,Small,Some Cloud,Rock pigeon,0,15,0,No
Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,DC-9-30,2 to 10,5,8/27/00 0:00,No damage,2,LEGEND AIRLINES,Texas,Take-off run,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,SAVANNAH INTL,< 1000 ft,CL-RJ100/200,2 to 10,4,8/28/00 0:00,No damage,2,COMAIR AIRLINES,Georgia,Landing Roll,Small,Some Cloud,Purple martin,0,0,0,No
Airplane,VANCOUVER INTL,< 1000 ft,DHC8 DASH 8,2 to 10,8,8/30/00 0:00,No damage,2,HORIZON AIR,British Columbia,Approach,Small,Some Cloud,European starling,0,50,0,No
Airplane,LEHIGH VALLEY INTL,< 1000 ft,DC-9,2 to 10,3,8/30/00 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Overcast,Unknown bird - medium,0,0,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,B-727,2 to 10,6,09-03-2000,No damage,3,DELTA AIR LINES,Utah,Approach,Small,No Cloud,Unknown bird - small,0,"1,000",0,No
Airplane,LOGAN INTL,< 1000 ft,B-767-200,2 to 10,7,09-04-2000,No damage,2,DELTA AIR LINES,Massachusetts,Approach,Small,No Cloud,European starling,0,20,0,Yes
Airplane,GREATER ROCHESTER INTL,< 1000 ft,B-727,2 to 10,10,09-04-2000,No damage,3,DELTA AIR LINES,New York,Landing Roll,Small,Overcast,European starling,0,0,0,No
Airplane,QUAD CITY ARPT,< 1000 ft,BA-146,2 to 10,4,09-04-2000,No damage,4,AIR WISCONSIN AIRLINES,Illinois,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,PORT COLUMBUS INTL,< 1000 ft,DC-9,2 to 10,5,09-04-2000,No damage,2,NORTHWEST AIRLINES,Ohio,Take-off run,Small,Some Cloud,Brown-headed cowbird,0,0,0,No
Airplane,TETERBORO AIRPORT,< 1000 ft,GULFAERO III,2 to 10,2,09-05-2000,No damage,2,BUSINESS,New Jersey,Take-off run,Small,Some Cloud,European starling,0,0,0,No
Airplane,BALTIMORE WASH INTL,< 1000 ft,A-320,2 to 10,9,09-05-2000,No damage,2,UNITED AIRLINES,Maryland,Approach,Medium,No Cloud,Unknown bird - medium,0,500,0,No
Airplane,NASHVILLE INTL,< 1000 ft,BA-31 JETSTR,2 to 10,7,09-07-2000,No damage,2,CCAIR,Tennessee,Take-off run,Small,Overcast,American robin,0,0,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,2 to 10,9,09-08-2000,No damage,2,CONTINENTAL AIRLINES,Missouri,Approach,Small,Some Cloud,Mourning dove,0,30,0,Yes
Airplane,EPPLEY AIRFIELD,< 1000 ft,B-737-200,2 to 10,2,09-08-2000,No damage,2,FRONTIER AIRLINES,Nebraska,Approach,Small,No Cloud,European starling,0,200,0,Yes
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,BE-300 KING,2 to 10,5,09-09-2000,No damage,2,BUSINESS,Alabama,Landing Roll,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,QUAD CITY ARPT,< 1000 ft,MU2,2 to 10,3,09-10-2000,No damage,2,UNKNOWN,Illinois,Landing Roll,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,BOB HOPE ARPT,< 1000 ft,B-737-300,2 to 10,7,09-11-2000,No damage,2,UNITED AIRLINES,California,Approach,Small,No Cloud,Rock pigeon,0,40,0,Yes
Airplane,GENERAL MITCHELL INTL,> 1000 ft,DORNIER,2 to 10,5,09-12-2000,No damage,2,SKYWAY AIRLINES,Wisconsin,Approach,Small,No Cloud,Unknown bird - small,0,"2,500",0,No
Airplane,LAURENCE G HANSCOM,< 1000 ft,BE-200 KING,2 to 10,6,9/13/00 0:00,No damage,2,BUSINESS,Massachusetts,Landing Roll,Large,No Cloud,Canada goose,0,0,0,No
Airplane,PEASE INTL TRADEPORT,< 1000 ft,B-727-200,2 to 10,6,9/13/00 0:00,No damage,3,PAN AM,New Hampshire,Take-off run,Small,Some Cloud,Upland sandpiper,0,0,0,No
Airplane,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,EMB-145,2 to 10,2,9/13/00 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,No Cloud,Unknown bird - small,0,"2,200",0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,FOKKER F100,2 to 10,10,9/15/00 0:00,No damage,2,US AIRWAYS*,North Carolina,Approach,Small,No Cloud,Unknown bird - small,0,150,0,No
Airplane,FRESNO YOSEMITE INTL,< 1000 ft,SAAB-340,2 to 10,10,9/16/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,California,Approach,Medium,No Cloud,Unknown bird - medium,0,100,0,No
Airplane,UNIVERSITY PARK ARPT,< 1000 ft,BA-41 JETSTR,2 to 10,5,9/20/00 0:00,No damage,2,ATLANTIC COAST AIRLINES,Pennsylvania,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,B-767-300,2 to 10,4,9/20/00 0:00,No damage,2,DELTA AIR LINES,Utah,Approach,Large,No Cloud,Unknown bird - large,0,100,0,Yes
Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,B-737-300,2 to 10,3,9/20/00 0:00,No damage,2,UNITED AIRLINES,Colorado,Landing Roll,Small,Some Cloud,Horned lark,0,0,0,Yes
Airplane,FORT WAYNE INTL,> 1000 ft,BE-1900,2 to 10,3,9/21/00 0:00,Caused damage,2,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Approach,Large,No Cloud,Unknown bird - large,0,"3,200",0,No
Airplane,HILO INTL ARPT,< 1000 ft,DC-9-50,2 to 10,10,9/24/00 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Small,No Cloud,Unknown bird - small,0,100,0,No
Airplane,ORLANDO INTL,< 1000 ft,B-737-200,2 to 10,2,9/26/00 0:00,No damage,2,DELTA AIR LINES,Florida,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,SAAB-340,2 to 10,6,9/28/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Rhode Island,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,KEARNEY MUNICIPAL,> 1000 ft,BE-1900,2 to 10,3,9/28/00 0:00,No damage,2,GREAT LAKES AIRLINES,Nebraska,Approach,Small,Some Cloud,Unknown bird - small,0,"2,500",0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-310,2 to 10,6,9/28/00 0:00,No damage,2,FEDEX EXPRESS,Michigan,Take-off run,Large,No Cloud,Mute swan,0,0,0,No
Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-727,2 to 10,4,9/29/00 0:00,No damage,3,FEDEX EXPRESS,New Jersey,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,400",0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,FOKKER F100,2 to 10,8,10-02-2000,No damage,2,AMERICAN AIRLINES,Texas,Approach,Medium,No Cloud,Unknown bird - medium,0,20,0,No
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,3,10-03-2000,No damage,2,ATLANTIC COAST AIRLINES,DC,Approach,Small,No Cloud,Unknown bird - small,0,100,0,No
Airplane,NASHVILLE INTL,> 1000 ft,CITATION II,2 to 10,9,10-04-2000,No damage,2,BUSINESS,Tennessee,Approach,Small,No Cloud,European starling,0,"2,000",0,No
Airplane,LOGAN INTL,< 1000 ft,A-320,2 to 10,9,10-05-2000,No damage,2,UNITED AIRLINES,Massachusetts,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,BURKE LAKEFRONT,< 1000 ft,C-560,2 to 10,3,10-05-2000,No damage,2,BUSINESS,Ohio,Landing Roll,Medium,Overcast,Herring gull,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,FOKKER F100,2 to 10,6,10-06-2000,No damage,2,AMERICAN AIRLINES,Texas,Approach,Medium,Some Cloud,Unknown bird - medium,0,400,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,2 to 10,10,10-09-2000,No damage,2,COMAIR AIRLINES,Michigan,Approach,Small,No Cloud,Unknown bird - small,0,300,0,No
Airplane,WATERLOO REGIONAL ARPT,< 1000 ft,EMB-110,2 to 10,3,10-10-2000,No damage,2,GREAT LAKES AIRLINES,Iowa,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737,2 to 10,4,10/13/00 0:00,No damage,2,VANGUARD AIRLINES,Missouri,Landing Roll,Small,Some Cloud,American kestrel,0,0,0,Yes
Airplane,ALBANY INTL,< 1000 ft,B-737-700,2 to 10,5,10/15/00 0:00,Caused damage,2,SOUTHWEST AIRLINES,New York,Take-off run,Medium,No Cloud,Herring gull,0,0,0,Yes
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-767-400,2 to 10,9,10/15/00 0:00,Caused damage,2,DELTA AIR LINES,Florida,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,500",0,Yes
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,DA-10 FALCON,2 to 10,6,10/16/00 0:00,No damage,2,BUSINESS,Kentucky,Approach,Small,Overcast,European starling,0,200,0,No
Airplane,LOGAN INTL,< 1000 ft,SAAB-340,2 to 10,5,10/16/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Massachusetts,Take-off run,Small,Overcast,Rock pigeon,0,0,0,No
Airplane,PALM BEACH INTL,> 1000 ft,B-757-200,2 to 10,6,10/19/00 0:00,No damage,2,DELTA AIR LINES,Florida,Climb,Medium,No Cloud,Unknown bird - medium,0,"3,400",0,Yes
Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,EMB-145,2 to 10,3,10/20/00 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Overcast,Unknown bird - small,0,250,0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,DHC8 DASH 8,2 to 10,4,10/22/00 0:00,No damage,2,CCAIR,North Carolina,Approach,Medium,No Cloud,Unknown bird - medium,0,"2,000",0,No
Airplane,SACRAMENTO INTL,< 1000 ft,C-208,2 to 10,2,10/24/00 0:00,No damage,1,BUSINESS,California,Climb,Large,No Cloud,Snow goose,0,"1,000",0,No
Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-300,2 to 10,4,10/25/00 0:00,No damage,2,ASTAR AIR CARGO,New York,Take-off run,Medium,No Cloud,Herring gull,0,0,0,No
Airplane,MEMPHIS INTL,< 1000 ft,B-727,2 to 10,3,10/30/00 0:00,No damage,3,DELTA AIR LINES,Tennessee,Climb,Small,Overcast,Unknown bird - small,0,50,0,No
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,CL-RJ100/200,2 to 10,2,10/31/00 0:00,No damage,2,COMAIR AIRLINES,New York,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,PEASE INTL TRADEPORT,< 1000 ft,BA-31 JETSTR,2 to 10,8,11-01-2000,No damage,2,BUSINESS,New Hampshire,Take-off run,Small,Some Cloud,American kestrel,0,0,0,No
Airplane,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,EMB-145,2 to 10,9,11-02-2000,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Some Cloud,Unknown bird - small,0,"3,500",0,No
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,IAI-1124,2 to 10,8,11-05-2000,No damage,2,BUSINESS,Alabama,Take-off run,Small,Overcast,Mourning dove,0,0,0,No
Airplane,SACRAMENTO INTL,> 1000 ft,EMB-120,2 to 10,9,11-05-2000,Caused damage,2,SKYWEST AIRLINES,California,Approach,Medium,No Cloud,Unknown bird - medium,0,"2,000",0,No
Airplane,PHILADELPHIA INTL,> 1000 ft,A-319,2 to 10,7,11-06-2000,No damage,2,US AIRWAYS*,Pennsylvania,Approach,Small,No Cloud,Unknown bird - small,0,"4,000",0,No
Airplane,ATLANTA INTL,< 1000 ft,B-737-300,2 to 10,4,11-07-2000,No damage,2,CONTINENTAL AIRLINES,Georgia,Approach,Large,Overcast,Unknown bird - large,0,50,0,Yes
Airplane,AUSTIN STRAUBEL INTL,< 1000 ft,DC-9,2 to 10,6,11-07-2000,No damage,2,NORTHWEST AIRLINES,Wisconsin,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,DES MOINES INTL,> 1000 ft,PA-31T CHEYENNE II,2 to 10,8,11-08-2000,Caused damage,2,GOVERNMENT,Iowa,Descent,Medium,Overcast,Mallard,"56,127","9,000",0,No
Airplane,WAUKEGAN REGIONAL ARPT,< 1000 ft,DA-50 FALCON,2 to 10,9,11-08-2000,No damage,3,BUSINESS,Illinois,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-200,2 to 10,6,11-11-2000,No damage,2,FRONTIER AIRLINES,Colorado,Approach,Small,Overcast,Unknown bird - small,0,20,0,Yes
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,RKWLTRBO 690,2 to 10,6,11-12-2000,No damage,2,BUSINESS,Alabama,Climb,Small,No Cloud,Mourning dove,0,50,0,No
Airplane,LOGAN INTL,< 1000 ft,B-737-400,2 to 10,4,11-12-2000,No damage,2,US AIRWAYS*,Massachusetts,Landing Roll,Small,No Cloud,European starling,0,0,0,Yes
Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,SAAB-340,2 to 10,3,11/13/00 0:00,Caused damage,2,MESABA AIRLINES,Minnesota,Climb,Large,Overcast,Unknown bird - large,0,"1,800",0,No
Airplane,LOGAN INTL,< 1000 ft,MD-80,2 to 10,4,11/15/00 0:00,No damage,2,US AIRWAYS*,Massachusetts,Climb,Small,No Cloud,Unknown bird - small,0,100,0,No
Airplane,LAGUARDIA NY,< 1000 ft,B-727,2 to 10,4,11/16/00 0:00,No damage,3,DELTA AIR LINES,New York,Climb,Small,No Cloud,Unknown bird - small,0,400,0,No
Airplane,PALM BEACH INTL,< 1000 ft,B-767-300,2 to 10,4,11/16/00 0:00,Caused damage,2,DELTA AIR LINES,Florida,Climb,Large,No Cloud,Turkey vulture,0,400,0,Yes
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-319,2 to 10,9,11/19/00 0:00,No damage,2,US AIRWAYS*,DC,Approach,Small,Overcast,Mourning dove,0,25,0,No
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-300,2 to 10,3,11/24/00 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,Yes
Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-757-200,2 to 10,8,12-01-2000,No damage,2,NATIONAL AIRLINES,New York,Take-off run,Small,No Cloud,Snow bunting,0,0,0,Yes
Airplane,LOVELL FIELD ARPT,< 1000 ft,C-560,2 to 10,5,12-05-2000,No damage,2,BUSINESS,Tennessee,Climb,Medium,Some Cloud,Unknown bird - medium,0,30,0,No
Airplane,JAMES M COX DAYTON INTL,< 1000 ft,FOKKER F100,2 to 10,5,12-09-2000,No damage,2,AMERICAN AIRLINES,Ohio,Landing Roll,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,5,12/13/00 0:00,Caused damage,2,COMAIR AIRLINES,Kentucky,Climb,Medium,Overcast,Unknown bird - medium,0,400,0,No
Airplane,VANCOUVER INTL,< 1000 ft,B-737-400,2 to 10,7,12/14/00 0:00,Caused damage,2,ALASKA AIRLINES,British Columbia,Approach,Large,Some Cloud,Snow goose,0,50,0,Yes
Airplane,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ100/200,2 to 10,2,12/24/00 0:00,No damage,2,COMAIR AIRLINES,Pennsylvania,Landing Roll,Large,Some Cloud,Canada goose,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,7,12/25/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Medium,Overcast,Ring-billed gull,0,0,0,No
Airplane,ALBUQUERQUE INTL,< 1000 ft,CL-RJ100/200,2 to 10,9,12/29/00 0:00,No damage,2,SKYWEST AIRLINES,New Mexico,Climb,Small,No Cloud,Unknown bird - small,0,20,0,No
Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,DC-9-30,2 to 10,8,01-02-2001,No damage,2,US AIRWAYS*,New Jersey,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,MIAMI INTL,< 1000 ft,B-757-200,2 to 10,2,01-05-2001,Caused damage,2,AVIANCA,Florida,Climb,Large,Some Cloud,Turkey vulture,"14,31,761",100,0,Yes
Airplane,RONALD REAGAN WASHINGTON NATL,> 1000 ft,A-320,2 to 10,3,01-10-2001,No damage,2,AMERICA WEST AIRLINES,DC,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,400",0,No
Airplane,JOSLIN FIELD - MAGIC VALLEY REGIONAL,< 1000 ft,EMB-120,2 to 10,3,1/13/01 0:00,No damage,2,SKYWEST AIRLINES,Idaho,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,GREATER PITTSBURGH,< 1000 ft,DORNIER 328,2 to 10,10,1/14/01 0:00,No damage,2,PSA AIRLINES,Pennsylvania,Approach,Medium,Some Cloud,Unknown bird - medium,0,200,0,No
Airplane,TROY MUNICIPAL ARPT,< 1000 ft,LEARJET-60,2 to 10,3,1/14/01 0:00,Caused damage,2,BUSINESS,Alabama,Landing Roll,Large,No Cloud,White-tailed deer,"1,23,97,751",0,2,No
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,10,1/15/01 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Small,Some Cloud,Black-headed munia,0,50,0,No
Airplane,SACRAMENTO INTL,< 1000 ft,B-737-700,2 to 10,5,1/15/01 0:00,No damage,2,SOUTHWEST AIRLINES,California,Landing Roll,Small,No Cloud,Rock pigeon,0,0,0,Yes
Airplane,METRO OAKLAND INTL,< 1000 ft,B-767,2 to 10,2,1/16/01 0:00,No damage,2,UPS AIRLINES,California,Approach,Medium,No Cloud,Unknown bird - medium,0,200,0,Yes
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,5,1/16/01 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,Small,Some Cloud,Pacific golden-plover,0,0,0,No
Airplane,SACRAMENTO INTL,> 1000 ft,B-737-300,2 to 10,9,1/17/01 0:00,No damage,2,SOUTHWEST AIRLINES,California,Climb,Medium,No Cloud,Unknown bird - medium,0,"2,000",0,Yes
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-300,2 to 10,6,1/19/01 0:00,No damage,2,US AIRWAYS*,DC,Approach,Medium,Overcast,Ring-billed gull,0,100,0,Yes
Airplane,JACKSON EVERS INTL,< 1000 ft,BA-146,2 to 10,6,1/23/01 0:00,No damage,4,MESABA AIRLINES,Mississippi,Approach,Small,Some Cloud,Mourning dove,0,100,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-300,2 to 10,4,1/24/01 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Approach,Small,No Cloud,Unknown bird - small,0,50,0,Yes
Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,2 to 10,8,1/29/01 0:00,No damage,2,SKYWEST AIRLINES,Utah,Landing Roll,Small,Some Cloud,Horned lark,0,0,0,No
Airplane,NEW ORLEANS INTL,< 1000 ft,MD-82,2 to 10,7,02-02-2001,No damage,2,AMERICAN AIRLINES,Louisiana,Approach,Small,Overcast,Unknown bird - small,0,200,0,No
Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,DC-9-30,2 to 10,3,02-02-2001,Caused damage,2,TRANS WORLD AIRLINES,Missouri,Approach,Medium,No Cloud,Unknown bird - medium,0,10,0,No
Airplane,METRO OAKLAND INTL,< 1000 ft,B-737,2 to 10,4,02-08-2001,No damage,2,ALASKA AIRLINES,California,Approach,Medium,No Cloud,Unknown bird - medium,0,100,0,Yes
Airplane,BRACKETT FIELD ARPT,< 1000 ft,PA-28,2 to 10,8,02-09-2001,Caused damage,1,BUSINESS,California,Climb,Large,Some Cloud,Unknown bird - large,0,"1,000",0,No
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,9,02-10-2001,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,RKWL SABRLNR,2 to 10,9,02-12-2001,No damage,2,BUSINESS,Utah,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,PEASE INTL TRADEPORT,< 1000 ft,CL-601/604,2 to 10,7,2/14/01 0:00,No damage,2,BUSINESS,New Hampshire,Landing Roll,Small,Some Cloud,Snow bunting,0,0,0,No
Airplane,HOUSTON-HOBBY,< 1000 ft,MD-82,2 to 10,6,2/20/01 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Small,Some Cloud,Unknown bird - small,0,400,0,No
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,3,2/27/01 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Some Cloud,Black-headed munia,0,0,0,No
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-300,2 to 10,10,2/27/01 0:00,Caused damage,2,FRONTIER AIRLINES,Colorado,Approach,Large,Some Cloud,Canada goose,0,300,0,Yes
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-800,2 to 10,9,03-03-2001,No damage,2,CONTINENTAL AIRLINES,Texas,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,Yes
Airplane,ORLANDO INTL,< 1000 ft,B-767-400,2 to 10,2,03-06-2001,No damage,2,DELTA AIR LINES,Florida,Approach,Small,No Cloud,Unknown bird - small,0,200,0,Yes
Airplane,METRO OAKLAND INTL,> 1000 ft,B-737-400,2 to 10,5,03-06-2001,Caused damage,2,ALASKA AIRLINES,California,Climb,Medium,Some Cloud,Unknown bird - medium,0,"8,000",0,Yes
Airplane,MEMPHIS INTL,< 1000 ft,AVRO RJ 85,2 to 10,9,03-07-2001,Caused damage,4,MESABA AIRLINES,Tennessee,Climb,Medium,No Cloud,Unknown bird - medium,0,"1,000",0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-319,2 to 10,2,03-09-2001,Caused damage,2,US AIRWAYS*,North Carolina,Take-off run,Medium,Some Cloud,Ring-billed gull,0,0,0,No
Airplane,ALBANY INTL,< 1000 ft,B-737-700,2 to 10,2,03-10-2001,No damage,2,SOUTHWEST AIRLINES,New York,Take-off run,Small,No Cloud,Snow bunting,0,0,0,Yes
Airplane,ALBANY INTL,< 1000 ft,FOKKER F100,2 to 10,7,03-11-2001,No damage,2,US AIRWAYS*,New York,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,LAGUARDIA NY,> 1000 ft,B-737-200,2 to 10,2,03-12-2001,No damage,2,US AIRWAYS*,New York,Climb,Medium,Overcast,Unknown bird - medium,0,"1,200",0,Yes
Airplane,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,FOKKER F100,2 to 10,5,03-12-2001,Caused damage,2,AMERICAN AIRLINES,Texas,Approach,Large,Some Cloud,Unknown bird - large,0,"2,000",0,No
Airplane,RENTON MUNICIPAL ARPT,< 1000 ft,LEARJET-35,2 to 10,8,3/18/01 0:00,Caused damage,2,BUSINESS,Washington,Landing Roll,Large,Overcast,Canada goose,"1,302",0,0,No
Airplane,THE EASTERN IOWA ARPT,< 1000 ft,DA-10 FALCON,2 to 10,7,3/20/01 0:00,Caused damage,2,BUSINESS,Iowa,Approach,Medium,Some Cloud,Unknown bird - medium,0,"1,000",0,No
Airplane,DES MOINES INTL,< 1000 ft,CL-RJ100/200,2 to 10,9,3/23/01 0:00,No damage,2,MESA AIRLINES,Iowa,Climb,Medium,No Cloud,Unknown bird - medium,0,200,0,No
Airplane,WASHINGTON DULLES INTL ARPT,> 1000 ft,A-319,2 to 10,5,3/25/01 0:00,No damage,2,AIR CANADA,DC,Approach,Small,No Cloud,Unknown bird - small,0,"1,200",0,No
Airplane,NORTH BEND MUNICIPAL,< 1000 ft,IAI-1124,2 to 10,9,3/28/01 0:00,No damage,2,PRIVATELY OWNED,Oregon,Approach,Large,Overcast,Canada goose,0,55,0,No
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-757-200,2 to 10,4,04-05-2001,No damage,2,CONTINENTAL AIRLINES,Texas,Approach,Small,Overcast,Unknown bird - small,0,100,0,Yes
Airplane,ATLANTA INTL,< 1000 ft,A-320,2 to 10,9,4/13/01 0:00,Caused damage,2,AMERICA WEST AIRLINES,Georgia,Take-off run,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,HARRISBURG INTL,< 1000 ft,BA-31 JETSTR,2 to 10,8,4/14/01 0:00,No damage,2,ATLANTIC COAST AIRLINES,Pennsylvania,Landing Roll,Medium,No Cloud,Ring-billed gull,0,0,0,No
